ac,eng,power,Dist ft.,SEL A-G (dB),ALM A-G (dB),ps_num,retired
AV-8B,F402-RR-405,Traffic pattern (70% RPM),400,107.8,103.9,70,FALSE
AV-8B,F402-RR-405,Traffic pattern (70% RPM),500,105.9,101.4,70,FALSE
AV-8B,F402-RR-405,Traffic pattern (70% RPM),630,103.9,98.8,70,FALSE
AV-8B,F402-RR-405,Traffic pattern (70% RPM),800,101.8,96.1,70,FALSE
AV-8B,F402-RR-405,Traffic pattern (70% RPM),1000,99.6,93.3,70,FALSE
AV-8B,F402-RR-405,Traffic pattern (70% RPM),1250,97.3,90.4,70,FALSE
AV-8B,F402-RR-405,Traffic pattern (70% RPM),1600,94.9,87.4,70,FALSE
AV-8B,F402-RR-405,Traffic pattern (70% RPM),2000,92.4,84.3,70,FALSE
AV-8B,F402-RR-405,Traffic pattern (70% RPM),2500,89.8,81.1,70,FALSE
AV-8B,F402-RR-405,Traffic pattern (70% RPM),3150,87.2,77.9,70,FALSE
AV-8B,F402-RR-405,Traffic pattern (70% RPM),4000,84.5,74.6,70,FALSE
AV-8B,F402-RR-405,Traffic pattern (70% RPM),5000,81.7,71.2,70,FALSE
AV-8B,F402-RR-405,Traffic pattern (70% RPM),6300,78.8,67.7,70,FALSE
AV-8B,F402-RR-405,Traffic pattern (70% RPM),8000,75.7,64,70,FALSE
AV-8B,F402-RR-405,Traffic pattern (70% RPM),10000,72.4,60.1,70,FALSE
AV-8B,F402-RR-405,Traffic pattern (70% RPM),12500,68.8,55.9,70,FALSE
AV-8B,F402-RR-405,Traffic pattern (70% RPM),16000,65,51.5,70,FALSE
AV-8B,F402-RR-405,Traffic pattern (70% RPM),20000,60.8,46.7,70,FALSE
AV-8B,F402-RR-405,Traffic pattern (70% RPM),25000,56.3,41.6,70,FALSE
AV-8B,F402-RR-405,Approach (84% RPM),200,120,117.8,84,FALSE
AV-8B,F402-RR-405,Approach (84% RPM),250,118.4,115.5,84,FALSE
AV-8B,F402-RR-405,Approach (84% RPM),315,116.7,113.2,84,FALSE
AV-8B,F402-RR-405,Approach (84% RPM),400,114.9,110.9,84,FALSE
AV-8B,F402-RR-405,Approach (84% RPM),500,113.1,108.4,84,FALSE
AV-8B,F402-RR-405,Approach (84% RPM),630,111.2,105.9,84,FALSE
AV-8B,F402-RR-405,Approach (84% RPM),800,109.2,103.4,84,FALSE
AV-8B,F402-RR-405,Approach (84% RPM),1000,107.1,100.7,84,FALSE
AV-8B,F402-RR-405,Approach (84% RPM),1250,105,97.9,84,FALSE
AV-8B,F402-RR-405,Approach (84% RPM),1600,102.7,95.1,84,FALSE
AV-8B,F402-RR-405,Approach (84% RPM),2000,100.3,92.1,84,FALSE
AV-8B,F402-RR-405,Approach (84% RPM),2500,97.9,89,84,FALSE
AV-8B,F402-RR-405,Approach (84% RPM),3150,95.3,85.8,84,FALSE
AV-8B,F402-RR-405,Approach (84% RPM),4000,92.6,82.5,84,FALSE
AV-8B,F402-RR-405,Approach (84% RPM),5000,89.7,79.1,84,FALSE
AV-8B,F402-RR-405,Approach (84% RPM),6300,86.8,75.5,84,FALSE
AV-8B,F402-RR-405,Approach (84% RPM),8000,83.7,71.8,84,FALSE
AV-8B,F402-RR-405,Approach (84% RPM),10000,80.4,68,84,FALSE
AV-8B,F402-RR-405,Approach (84% RPM),12500,76.9,63.9,84,FALSE
AV-8B,F402-RR-405,Approach (84% RPM),16000,73.3,59.7,84,FALSE
AV-8B,F402-RR-405,Approach (84% RPM),20000,69.5,55.3,84,FALSE
AV-8B,F402-RR-405,Approach (84% RPM),25000,65.5,50.7,84,FALSE
AV-8B,F402-RR-405,Takeoff (95% RPM),200,125.9,118.3,95,FALSE
AV-8B,F402-RR-405,Takeoff (95% RPM),250,124.3,116.1,95,FALSE
AV-8B,F402-RR-405,Takeoff (95% RPM),315,122.6,113.8,95,FALSE
AV-8B,F402-RR-405,Takeoff (95% RPM),400,120.8,111.4,95,FALSE
AV-8B,F402-RR-405,Takeoff (95% RPM),500,119,109,95,FALSE
AV-8B,F402-RR-405,Takeoff (95% RPM),630,117.1,106.5,95,FALSE
AV-8B,F402-RR-405,Takeoff (95% RPM),800,115.1,103.9,95,FALSE
AV-8B,F402-RR-405,Takeoff (95% RPM),1000,113,101.2,95,FALSE
AV-8B,F402-RR-405,Takeoff (95% RPM),1250,110.9,98.4,95,FALSE
AV-8B,F402-RR-405,Takeoff (95% RPM),1600,108.6,95.6,95,FALSE
AV-8B,F402-RR-405,Takeoff (95% RPM),2000,106.2,92.6,95,FALSE
AV-8B,F402-RR-405,Takeoff (95% RPM),2500,103.8,89.5,95,FALSE
AV-8B,F402-RR-405,Takeoff (95% RPM),3150,101.2,86.3,95,FALSE
AV-8B,F402-RR-405,Takeoff (95% RPM),4000,98.4,83,95,FALSE
AV-8B,F402-RR-405,Takeoff (95% RPM),5000,95.6,79.6,95,FALSE
AV-8B,F402-RR-405,Takeoff (95% RPM),6300,92.6,75.9,95,FALSE
AV-8B,F402-RR-405,Takeoff (95% RPM),8000,89.4,72.1,95,FALSE
AV-8B,F402-RR-405,Takeoff (95% RPM),10000,86,68.2,95,FALSE
AV-8B,F402-RR-405,Takeoff (95% RPM),12500,82.4,64,95,FALSE
AV-8B,F402-RR-405,Takeoff (95% RPM),16000,78.6,59.6,95,FALSE
AV-8B,F402-RR-405,Takeoff (95% RPM),20000,74.7,55,95,FALSE
AV-8B,F402-RR-405,Takeoff (95% RPM),25000,70.5,50.2,95,FALSE
AV-8B,F402-RR-408,Takeoff (110% RPM),200,126.4,123.1,110,FALSE
AV-8B,F402-RR-408,Takeoff (110% RPM),250,124.6,120.8,110,FALSE
AV-8B,F402-RR-408,Takeoff (110% RPM),315,122.8,118.4,110,FALSE
AV-8B,F402-RR-408,Takeoff (110% RPM),400,120.9,115.9,110,FALSE
AV-8B,F402-RR-408,Takeoff (110% RPM),500,118.9,113.3,110,FALSE
AV-8B,F402-RR-408,Takeoff (110% RPM),630,116.8,110.6,110,FALSE
AV-8B,F402-RR-408,Takeoff (110% RPM),800,114.6,107.7,110,FALSE
AV-8B,F402-RR-408,Takeoff (110% RPM),1000,112.1,104.7,110,FALSE
AV-8B,F402-RR-408,Takeoff (110% RPM),1250,109.6,101.6,110,FALSE
AV-8B,F402-RR-408,Takeoff (110% RPM),1600,107.1,98.4,110,FALSE
AV-8B,F402-RR-408,Takeoff (110% RPM),2000,104.4,95.2,110,FALSE
AV-8B,F402-RR-408,Takeoff (110% RPM),2500,101.7,91.9,110,FALSE
AV-8B,F402-RR-408,Takeoff (110% RPM),3150,98.9,88.4,110,FALSE
AV-8B,F402-RR-408,Takeoff (110% RPM),4000,95.9,84.8,110,FALSE
AV-8B,F402-RR-408,Takeoff (110% RPM),5000,92.8,81.1,110,FALSE
AV-8B,F402-RR-408,Takeoff (110% RPM),6300,89.5,77.3,110,FALSE
AV-8B,F402-RR-408,Takeoff (110% RPM),8000,86.1,73.2,110,FALSE
AV-8B,F402-RR-408,Takeoff (110% RPM),10000,82.5,69.1,110,FALSE
AV-8B,F402-RR-408,Takeoff (110% RPM),12500,78.8,64.8,110,FALSE
AV-8B,F402-RR-408,Takeoff (110% RPM),16000,74.9,60.3,110,FALSE
AV-8B,F402-RR-408,Takeoff (110% RPM),20000,70.9,55.6,110,FALSE
AV-8B,F402-RR-408,Takeoff (110% RPM),25000,66.6,50.8,110,FALSE
AV-8B,F402-RR-408,Takeoff (111% RPM),200,127,123.6,111,FALSE
AV-8B,F402-RR-408,Takeoff (111% RPM),250,125.3,121.3,111,FALSE
AV-8B,F402-RR-408,Takeoff (111% RPM),315,123.5,118.9,111,FALSE
AV-8B,F402-RR-408,Takeoff (111% RPM),400,121.6,116.4,111,FALSE
AV-8B,F402-RR-408,Takeoff (111% RPM),500,119.6,113.8,111,FALSE
AV-8B,F402-RR-408,Takeoff (111% RPM),630,117.5,111.1,111,FALSE
AV-8B,F402-RR-408,Takeoff (111% RPM),800,115.2,108.2,111,FALSE
AV-8B,F402-RR-408,Takeoff (111% RPM),1000,112.7,105.1,111,FALSE
AV-8B,F402-RR-408,Takeoff (111% RPM),1250,110.2,102,111,FALSE
AV-8B,F402-RR-408,Takeoff (111% RPM),1600,107.6,98.9,111,FALSE
AV-8B,F402-RR-408,Takeoff (111% RPM),2000,105,95.6,111,FALSE
AV-8B,F402-RR-408,Takeoff (111% RPM),2500,102.3,92.3,111,FALSE
AV-8B,F402-RR-408,Takeoff (111% RPM),3150,99.4,88.9,111,FALSE
AV-8B,F402-RR-408,Takeoff (111% RPM),4000,96.5,85.3,111,FALSE
AV-8B,F402-RR-408,Takeoff (111% RPM),5000,93.3,81.6,111,FALSE
AV-8B,F402-RR-408,Takeoff (111% RPM),6300,90.1,77.7,111,FALSE
AV-8B,F402-RR-408,Takeoff (111% RPM),8000,86.7,73.7,111,FALSE
AV-8B,F402-RR-408,Takeoff (111% RPM),10000,83.1,69.6,111,FALSE
AV-8B,F402-RR-408,Takeoff (111% RPM),12500,79.4,65.3,111,FALSE
AV-8B,F402-RR-408,Takeoff (111% RPM),16000,75.6,60.8,111,FALSE
AV-8B,F402-RR-408,Takeoff (111% RPM),20000,71.5,56.2,111,FALSE
AV-8B,F402-RR-408,Takeoff (111% RPM),25000,67.2,51.3,111,FALSE
AV-8B,F402-RR-408,Max Endurance (74% RPM),200,110.7,107.3,74,FALSE
AV-8B,F402-RR-408,Max Endurance (74% RPM),250,109,105,74,FALSE
AV-8B,F402-RR-408,Max Endurance (74% RPM),315,107.2,102.7,74,FALSE
AV-8B,F402-RR-408,Max Endurance (74% RPM),400,105.4,100.2,74,FALSE
AV-8B,F402-RR-408,Max Endurance (74% RPM),500,103.4,97.7,74,FALSE
AV-8B,F402-RR-408,Max Endurance (74% RPM),630,101.4,95.1,74,FALSE
AV-8B,F402-RR-408,Max Endurance (74% RPM),800,99.4,92.5,74,FALSE
AV-8B,F402-RR-408,Max Endurance (74% RPM),1000,97.3,89.7,74,FALSE
AV-8B,F402-RR-408,Max Endurance (74% RPM),1250,95.1,86.9,74,FALSE
AV-8B,F402-RR-408,Max Endurance (74% RPM),1600,92.8,84.1,74,FALSE
AV-8B,F402-RR-408,Max Endurance (74% RPM),2000,90.5,81.2,74,FALSE
AV-8B,F402-RR-408,Max Endurance (74% RPM),2500,88.1,78.2,74,FALSE
AV-8B,F402-RR-408,Max Endurance (74% RPM),3150,85.6,75.1,74,FALSE
AV-8B,F402-RR-408,Max Endurance (74% RPM),4000,83,71.9,74,FALSE
AV-8B,F402-RR-408,Max Endurance (74% RPM),5000,80.2,68.5,74,FALSE
AV-8B,F402-RR-408,Max Endurance (74% RPM),6300,77.3,65,74,FALSE
AV-8B,F402-RR-408,Max Endurance (74% RPM),8000,74.2,61.3,74,FALSE
AV-8B,F402-RR-408,Max Endurance (74% RPM),10000,70.9,57.4,74,FALSE
AV-8B,F402-RR-408,Max Endurance (74% RPM),12500,67.3,53.2,74,FALSE
AV-8B,F402-RR-408,Max Endurance (74% RPM),16000,63.5,48.8,74,FALSE
AV-8B,F402-RR-408,Max Endurance (74% RPM),20000,59.5,44.2,74,FALSE
AV-8B,F402-RR-408,Max Endurance (74% RPM),25000,55.4,39.4,74,FALSE
AV-8B,F402-RR-408,STOL Approach (95% RPM),200,116.8,113.9,95,FALSE
AV-8B,F402-RR-408,STOL Approach (95% RPM),250,115.2,111.7,95,FALSE
AV-8B,F402-RR-408,STOL Approach (95% RPM),315,113.6,109.5,95,FALSE
AV-8B,F402-RR-408,STOL Approach (95% RPM),400,111.9,107.2,95,FALSE
AV-8B,F402-RR-408,STOL Approach (95% RPM),500,110.2,104.9,95,FALSE
AV-8B,F402-RR-408,STOL Approach (95% RPM),630,108.4,102.5,95,FALSE
AV-8B,F402-RR-408,STOL Approach (95% RPM),800,106.6,100.1,95,FALSE
AV-8B,F402-RR-408,STOL Approach (95% RPM),1000,104.6,97.5,95,FALSE
AV-8B,F402-RR-408,STOL Approach (95% RPM),1250,102.6,94.9,95,FALSE
AV-8B,F402-RR-408,STOL Approach (95% RPM),1600,100.4,92.1,95,FALSE
AV-8B,F402-RR-408,STOL Approach (95% RPM),2000,98.2,89.3,95,FALSE
AV-8B,F402-RR-408,STOL Approach (95% RPM),2500,95.8,86.3,95,FALSE
AV-8B,F402-RR-408,STOL Approach (95% RPM),3150,93.3,83.2,95,FALSE
AV-8B,F402-RR-408,STOL Approach (95% RPM),4000,90.7,80,95,FALSE
AV-8B,F402-RR-408,STOL Approach (95% RPM),5000,88,76.7,95,FALSE
AV-8B,F402-RR-408,STOL Approach (95% RPM),6300,85.1,73.2,95,FALSE
AV-8B,F402-RR-408,STOL Approach (95% RPM),8000,82.1,69.6,95,FALSE
AV-8B,F402-RR-408,STOL Approach (95% RPM),10000,78.9,65.8,95,FALSE
AV-8B,F402-RR-408,STOL Approach (95% RPM),12500,75.6,61.9,95,FALSE
AV-8B,F402-RR-408,STOL Approach (95% RPM),16000,72,57.7,95,FALSE
AV-8B,F402-RR-408,STOL Approach (95% RPM),20000,68.2,53.3,95,FALSE
AV-8B,F402-RR-408,STOL Approach (95% RPM),25000,64.1,48.6,95,FALSE
AV-8B,F402-RR-408,Cruise (99% RPM),200,119.1,117.2,99,FALSE
AV-8B,F402-RR-408,Cruise (99% RPM),250,117.4,114.9,99,FALSE
AV-8B,F402-RR-408,Cruise (99% RPM),315,115.6,112.6,99,FALSE
AV-8B,F402-RR-408,Cruise (99% RPM),400,113.8,110.1,99,FALSE
AV-8B,F402-RR-408,Cruise (99% RPM),500,111.9,107.6,99,FALSE
AV-8B,F402-RR-408,Cruise (99% RPM),630,109.9,105,99,FALSE
AV-8B,F402-RR-408,Cruise (99% RPM),800,107.8,102.3,99,FALSE
AV-8B,F402-RR-408,Cruise (99% RPM),1000,105.6,99.5,99,FALSE
AV-8B,F402-RR-408,Cruise (99% RPM),1250,103.3,96.6,99,FALSE
AV-8B,F402-RR-408,Cruise (99% RPM),1600,100.8,93.6,99,FALSE
AV-8B,F402-RR-408,Cruise (99% RPM),2000,98.2,90.4,99,FALSE
AV-8B,F402-RR-408,Cruise (99% RPM),2500,95.5,87,99,FALSE
AV-8B,F402-RR-408,Cruise (99% RPM),3150,92.6,83.5,99,FALSE
AV-8B,F402-RR-408,Cruise (99% RPM),4000,89.6,79.9,99,FALSE
AV-8B,F402-RR-408,Cruise (99% RPM),5000,86.4,76.1,99,FALSE
AV-8B,F402-RR-408,Cruise (99% RPM),6300,83,72.1,99,FALSE
AV-8B,F402-RR-408,Cruise (99% RPM),8000,79.5,68,99,FALSE
AV-8B,F402-RR-408,Cruise (99% RPM),10000,75.8,63.8,99,FALSE
AV-8B,F402-RR-408,Cruise (99% RPM),12500,72,59.4,99,FALSE
AV-8B,F402-RR-408,Cruise (99% RPM),16000,68.1,54.8,99,FALSE
AV-8B,F402-RR-408,Cruise (99% RPM),20000,64,50.1,99,FALSE
AV-8B,F402-RR-408,Cruise (99% RPM),25000,59.6,45.2,99,FALSE
C-12,PT6A-38,Takeoff (100% RPM),200,89.5,87.6,100,TRUE
C-12,PT6A-38,Takeoff (100% RPM),250,88.1,85.6,100,TRUE
C-12,PT6A-38,Takeoff (100% RPM),315,86.6,83.5,100,TRUE
C-12,PT6A-38,Takeoff (100% RPM),400,85.2,81.5,100,TRUE
C-12,PT6A-38,Takeoff (100% RPM),500,83.7,79.4,100,TRUE
C-12,PT6A-38,Takeoff (100% RPM),630,82.3,77.4,100,TRUE
C-12,PT6A-38,Takeoff (100% RPM),800,80.8,75.3,100,TRUE
C-12,PT6A-38,Takeoff (100% RPM),1000,79.3,73.2,100,TRUE
C-12,PT6A-38,Takeoff (100% RPM),1250,77.8,71.1,100,TRUE
C-12,PT6A-38,Takeoff (100% RPM),1600,76.2,68.9,100,TRUE
C-12,PT6A-38,Takeoff (100% RPM),2000,74.6,66.7,100,TRUE
C-12,PT6A-38,Takeoff (100% RPM),2500,73,64.5,100,TRUE
C-12,PT6A-38,Takeoff (100% RPM),3150,71.3,62.2,100,TRUE
C-12,PT6A-38,Takeoff (100% RPM),4000,69.6,59.9,100,TRUE
C-12,PT6A-38,Takeoff (100% RPM),5000,67.7,57.4,100,TRUE
C-12,PT6A-38,Takeoff (100% RPM),6300,65.8,54.9,100,TRUE
C-12,PT6A-38,Takeoff (100% RPM),8000,63.8,52.3,100,TRUE
C-12,PT6A-38,Takeoff (100% RPM),10000,61.6,49.5,100,TRUE
C-12,PT6A-38,Takeoff (100% RPM),12500,59.3,46.6,100,TRUE
C-12,PT6A-38,Takeoff (100% RPM),16000,56.8,43.5,100,TRUE
C-12,PT6A-38,Takeoff (100% RPM),20000,54.1,40.2,100,TRUE
C-12,PT6A-38,Takeoff (100% RPM),25000,51.2,36.7,100,TRUE
C-12,PT6A-38,Landing (30% RPM),200,85.6,85,30,TRUE
C-12,PT6A-38,Landing (30% RPM),250,84.1,82.9,30,TRUE
C-12,PT6A-38,Landing (30% RPM),315,82.6,80.8,30,TRUE
C-12,PT6A-38,Landing (30% RPM),400,81.1,78.7,30,TRUE
C-12,PT6A-38,Landing (30% RPM),500,79.5,76.5,30,TRUE
C-12,PT6A-38,Landing (30% RPM),630,77.9,74.3,30,TRUE
C-12,PT6A-38,Landing (30% RPM),800,76.3,72.1,30,TRUE
C-12,PT6A-38,Landing (30% RPM),1000,74.6,69.8,30,TRUE
C-12,PT6A-38,Landing (30% RPM),1250,72.9,67.4,30,TRUE
C-12,PT6A-38,Landing (30% RPM),1600,71.1,65,30,TRUE
C-12,PT6A-38,Landing (30% RPM),2000,69.2,62.6,30,TRUE
C-12,PT6A-38,Landing (30% RPM),2500,67.2,60,30,TRUE
C-12,PT6A-38,Landing (30% RPM),3150,65.2,57.4,30,TRUE
C-12,PT6A-38,Landing (30% RPM),4000,63.1,54.7,30,TRUE
C-12,PT6A-38,Landing (30% RPM),5000,60.9,51.9,30,TRUE
C-12,PT6A-38,Landing (30% RPM),6300,58.6,49,30,TRUE
C-12,PT6A-38,Landing (30% RPM),8000,56.2,46,30,TRUE
C-12,PT6A-38,Landing (30% RPM),10000,53.7,42.9,30,TRUE
C-12,PT6A-38,Landing (30% RPM),12500,50.9,39.5,30,TRUE
C-12,PT6A-38,Landing (30% RPM),16000,47.8,35.8,30,TRUE
C-12,PT6A-38,Landing (30% RPM),20000,44.4,31.8,30,TRUE
C-12,PT6A-38,Landing (30% RPM),25000,40.5,27.3,30,TRUE
C-130E,T56-A-7,Approach (580 C TIT),200,99.5,98.2,580,TRUE
C-130E,T56-A-7,Approach (580 C TIT),250,97.9,96,580,TRUE
C-130E,T56-A-7,Approach (580 C TIT),315,96.3,93.8,580,TRUE
C-130E,T56-A-7,Approach (580 C TIT),400,94.7,91.6,580,TRUE
C-130E,T56-A-7,Approach (580 C TIT),500,93,89.3,580,TRUE
C-130E,T56-A-7,Approach (580 C TIT),630,91.3,87,580,TRUE
C-130E,T56-A-7,Approach (580 C TIT),800,89.5,84.6,580,TRUE
C-130E,T56-A-7,Approach (580 C TIT),1000,87.6,82.1,580,TRUE
C-130E,T56-A-7,Approach (580 C TIT),1250,85.7,79.6,580,TRUE
C-130E,T56-A-7,Approach (580 C TIT),1600,83.7,77,580,TRUE
C-130E,T56-A-7,Approach (580 C TIT),2000,81.6,74.3,580,TRUE
C-130E,T56-A-7,Approach (580 C TIT),2500,79.4,71.5,580,TRUE
C-130E,T56-A-7,Approach (580 C TIT),3150,77.1,68.6,580,TRUE
C-130E,T56-A-7,Approach (580 C TIT),4000,74.6,65.5,580,TRUE
C-130E,T56-A-7,Approach (580 C TIT),5000,72.1,62.4,580,TRUE
C-130E,T56-A-7,Approach (580 C TIT),6300,69.4,59.1,580,TRUE
C-130E,T56-A-7,Approach (580 C TIT),8000,66.7,55.8,580,TRUE
C-130E,T56-A-7,Approach (580 C TIT),10000,63.8,52.2,580,TRUE
C-130E,T56-A-7,Approach (580 C TIT),12500,60.7,48.6,580,TRUE
C-130E,T56-A-7,Approach (580 C TIT),16000,57.6,44.9,580,TRUE
C-130E,T56-A-7,Approach (580 C TIT),20000,54.5,41.2,580,TRUE
C-130E,T56-A-7,Approach (580 C TIT),25000,51.3,37.4,580,TRUE
C-130E,T56-A-7,Takeoff (970 C TIT),200,102.1,99.3,970,TRUE
C-130E,T56-A-7,Takeoff (970 C TIT),250,100.6,97.1,970,TRUE
C-130E,T56-A-7,Takeoff (970 C TIT),315,99,95,970,TRUE
C-130E,T56-A-7,Takeoff (970 C TIT),400,97.5,92.8,970,TRUE
C-130E,T56-A-7,Takeoff (970 C TIT),500,95.9,90.6,970,TRUE
C-130E,T56-A-7,Takeoff (970 C TIT),630,94.2,88.3,970,TRUE
C-130E,T56-A-7,Takeoff (970 C TIT),800,92.5,86,970,TRUE
C-130E,T56-A-7,Takeoff (970 C TIT),1000,90.8,83.7,970,TRUE
C-130E,T56-A-7,Takeoff (970 C TIT),1250,89,81.3,970,TRUE
C-130E,T56-A-7,Takeoff (970 C TIT),1600,87.1,78.8,970,TRUE
C-130E,T56-A-7,Takeoff (970 C TIT),2000,85.2,76.3,970,TRUE
C-130E,T56-A-7,Takeoff (970 C TIT),2500,83.2,73.7,970,TRUE
C-130E,T56-A-7,Takeoff (970 C TIT),3150,81.1,71,970,TRUE
C-130E,T56-A-7,Takeoff (970 C TIT),4000,78.9,68.3,970,TRUE
C-130E,T56-A-7,Takeoff (970 C TIT),5000,76.6,65.4,970,TRUE
C-130E,T56-A-7,Takeoff (970 C TIT),6300,74.2,62.4,970,TRUE
C-130E,T56-A-7,Takeoff (970 C TIT),8000,71.7,59.2,970,TRUE
C-130E,T56-A-7,Takeoff (970 C TIT),10000,69.1,56,970,TRUE
C-130E,T56-A-7,Takeoff (970 C TIT),12500,66.4,52.7,970,TRUE
C-130E,T56-A-7,Takeoff (970 C TIT),16000,63.6,49.3,970,TRUE
C-130E,T56-A-7,Takeoff (970 C TIT),20000,60.8,45.9,970,TRUE
C-130E,T56-A-7,Takeoff (970 C TIT),25000,58,42.5,970,TRUE
C-130H&N&P,T56-A-15,Approach (580 C TIT),200,100.4,99.1,580,TRUE
C-130H&N&P,T56-A-15,Approach (580 C TIT),250,98.8,96.9,580,TRUE
C-130H&N&P,T56-A-15,Approach (580 C TIT),315,97.2,94.7,580,TRUE
C-130H&N&P,T56-A-15,Approach (580 C TIT),400,95.6,92.5,580,TRUE
C-130H&N&P,T56-A-15,Approach (580 C TIT),500,93.9,90.2,580,TRUE
C-130H&N&P,T56-A-15,Approach (580 C TIT),630,92.2,87.9,580,TRUE
C-130H&N&P,T56-A-15,Approach (580 C TIT),800,90.4,85.5,580,TRUE
C-130H&N&P,T56-A-15,Approach (580 C TIT),1000,88.5,83,580,TRUE
C-130H&N&P,T56-A-15,Approach (580 C TIT),1250,86.6,80.5,580,TRUE
C-130H&N&P,T56-A-15,Approach (580 C TIT),1600,84.6,77.9,580,TRUE
C-130H&N&P,T56-A-15,Approach (580 C TIT),2000,82.5,75.2,580,TRUE
C-130H&N&P,T56-A-15,Approach (580 C TIT),2500,80.3,72.4,580,TRUE
C-130H&N&P,T56-A-15,Approach (580 C TIT),3150,78,69.5,580,TRUE
C-130H&N&P,T56-A-15,Approach (580 C TIT),4000,75.5,66.4,580,TRUE
C-130H&N&P,T56-A-15,Approach (580 C TIT),5000,73,63.3,580,TRUE
C-130H&N&P,T56-A-15,Approach (580 C TIT),6300,70.3,60,580,TRUE
C-130H&N&P,T56-A-15,Approach (580 C TIT),8000,67.6,56.7,580,TRUE
C-130H&N&P,T56-A-15,Approach (580 C TIT),10000,64.7,53.1,580,TRUE
C-130H&N&P,T56-A-15,Approach (580 C TIT),12500,61.6,49.5,580,TRUE
C-130H&N&P,T56-A-15,Approach (580 C TIT),16000,58.5,45.8,580,TRUE
C-130H&N&P,T56-A-15,Approach (580 C TIT),20000,55.4,42.1,580,TRUE
C-130H&N&P,T56-A-15,Approach (580 C TIT),25000,52.2,38.3,580,TRUE
C-130H&N&P,T56-A-15,Takeoff (970 C TIT),200,103,100.2,970,TRUE
C-130H&N&P,T56-A-15,Takeoff (970 C TIT),250,101.5,98,970,TRUE
C-130H&N&P,T56-A-15,Takeoff (970 C TIT),315,99.9,95.9,970,TRUE
C-130H&N&P,T56-A-15,Takeoff (970 C TIT),400,98.4,93.7,970,TRUE
C-130H&N&P,T56-A-15,Takeoff (970 C TIT),500,96.8,91.5,970,TRUE
C-130H&N&P,T56-A-15,Takeoff (970 C TIT),630,95.1,89.2,970,TRUE
C-130H&N&P,T56-A-15,Takeoff (970 C TIT),800,93.4,86.9,970,TRUE
C-130H&N&P,T56-A-15,Takeoff (970 C TIT),1000,91.7,84.6,970,TRUE
C-130H&N&P,T56-A-15,Takeoff (970 C TIT),1250,89.9,82.2,970,TRUE
C-130H&N&P,T56-A-15,Takeoff (970 C TIT),1600,88,79.7,970,TRUE
C-130H&N&P,T56-A-15,Takeoff (970 C TIT),2000,86.1,77.2,970,TRUE
C-130H&N&P,T56-A-15,Takeoff (970 C TIT),2500,84.1,74.6,970,TRUE
C-130H&N&P,T56-A-15,Takeoff (970 C TIT),3150,82,71.9,970,TRUE
C-130H&N&P,T56-A-15,Takeoff (970 C TIT),4000,79.8,69.2,970,TRUE
C-130H&N&P,T56-A-15,Takeoff (970 C TIT),5000,77.5,66.3,970,TRUE
C-130H&N&P,T56-A-15,Takeoff (970 C TIT),6300,75.1,63.3,970,TRUE
C-130H&N&P,T56-A-15,Takeoff (970 C TIT),8000,72.6,60.1,970,TRUE
C-130H&N&P,T56-A-15,Takeoff (970 C TIT),10000,70,56.9,970,TRUE
C-130H&N&P,T56-A-15,Takeoff (970 C TIT),12500,67.3,53.6,970,TRUE
C-130H&N&P,T56-A-15,Takeoff (970 C TIT),16000,64.5,50.2,970,TRUE
C-130H&N&P,T56-A-15,Takeoff (970 C TIT),20000,61.7,46.8,970,TRUE
C-130H&N&P,T56-A-15,Takeoff (970 C TIT),25000,58.9,43.4,970,TRUE
C-130J,AE2100D3,Intermediate (1400 HP),200,101.8,99.6,1400,TRUE
C-130J,AE2100D3,Intermediate (1400 HP),250,100.2,97.4,1400,TRUE
C-130J,AE2100D3,Intermediate (1400 HP),315,98.6,95.2,1400,TRUE
C-130J,AE2100D3,Intermediate (1400 HP),400,97,93,1400,TRUE
C-130J,AE2100D3,Intermediate (1400 HP),500,95.3,90.8,1400,TRUE
C-130J,AE2100D3,Intermediate (1400 HP),630,93.6,88.4,1400,TRUE
C-130J,AE2100D3,Intermediate (1400 HP),800,91.8,86.1,1400,TRUE
C-130J,AE2100D3,Intermediate (1400 HP),1000,90,83.6,1400,TRUE
C-130J,AE2100D3,Intermediate (1400 HP),1250,88.1,81.1,1400,TRUE
C-130J,AE2100D3,Intermediate (1400 HP),1600,86.1,78.5,1400,TRUE
C-130J,AE2100D3,Intermediate (1400 HP),2000,84,75.8,1400,TRUE
C-130J,AE2100D3,Intermediate (1400 HP),2500,81.8,73,1400,TRUE
C-130J,AE2100D3,Intermediate (1400 HP),3150,79.5,70.2,1400,TRUE
C-130J,AE2100D3,Intermediate (1400 HP),4000,77.1,67.2,1400,TRUE
C-130J,AE2100D3,Intermediate (1400 HP),5000,74.7,64.1,1400,TRUE
C-130J,AE2100D3,Intermediate (1400 HP),6300,72.1,60.9,1400,TRUE
C-130J,AE2100D3,Intermediate (1400 HP),8000,69.4,57.7,1400,TRUE
C-130J,AE2100D3,Intermediate (1400 HP),10000,66.7,54.3,1400,TRUE
C-130J,AE2100D3,Intermediate (1400 HP),12500,64,51,1400,TRUE
C-130J,AE2100D3,Intermediate (1400 HP),16000,61.1,47.6,1400,TRUE
C-130J,AE2100D3,Intermediate (1400 HP),20000,58.3,44.1,1400,TRUE
